biology.csv,stemez-Biology,"Occasionally a boy is born withundescendedtestes (cryptorchidism), and he will be sterile unless they are surgically caused to descend into the scrotum. Explain the reason for this.
A. Undescended testes can lead to cancer
B. Human sperm cannot develop at the high temperature found within the body cavity.
C. The testes need to be in the scrotum for aesthetic reasons
D. Testes descend into the scrotum to make room for other organs
","偶尔会有男孩出生时睾丸未降下（隐睾症），除非通过手术使其降入阴囊，否则他将会不育。解释这个原因。
A. 未降下的睾丸可能导致癌症
B. 人类的精子不能在体腔内的高温下发育
C. 睾丸需要在阴囊内出于美观的原因
D. 睾丸降入阴囊是为了给其他器官腾出空间",B
biology.csv,stemez-Genetics,"Monoploidlines of many species exist. Plant breeders often convert these to diploids orpolyploidsthroughcolchicine treatment. Can you see any advantages to this?
A. Plant breeders can create new species
B. Plant breeders can control the euploidy of their nuclei, produce genetically pure organisms, develop disease resistant strains of plants, produce larger fruits and flowers, and convert a sterile species hybrid into a fertile double diploid.
C. Colchicine treatment can convert diploids to monoploids
D. Colchicine treatment can make plants immune to all diseases
","许多物种的单倍体系列存在。植物育种家经常通过秋水仙素处理将这些转化为二倍体或多倍体。你能看到这样做的好处吗？
A. 植物育种家可以创造新的物种
B. 植物育种家可以控制他们细胞核的整倍体，产生遗传纯净的生物，培育出抗病的植物品种，产生更大的果实和花朵，将一个不育的物种杂交体转化为育种的双二倍体。
C. 秋水仙素处理可以将二倍体转化为单倍体
D. 秋水仙素处理可以使植物对所有疾病免疫",B
biology.csv,stemez-Biology,"Explain the physical changes which take place during inspiration.
A. Inspiration is caused by the decrease of the chest cavity volume.
B. Inspiration is caused by the increase of pressure within the chest.
C. Inspiration is initiated by the contraction of the diaphragm and the intercostal muscles. This causes the volume of the chest cavity to increase and the pressure within the chest to decrease, which forces air to enter the lungs and causes them to inflate.
D. Inspiration is initiated by the relaxation of the diaphragm and the intercostal muscles.
","解释吸气过程中发生的物理变化。
A. 吸气是由胸腔体积的减少引起的。
B. 吸气是由胸腔内压力的增加引起的。
C. 吸气是由膈肌和肋间肌的收缩开始的。这导致胸腔体积增加，胸腔内压力减小，迫使空气进入肺部并使其充气。
D. 吸气是由膈肌和肋间肌的松弛开始的。",C
biology.csv,stemez-Biology,"Why are magnolias found both in the eastern United States andeastern China, which belong to different realms, and hardlyanywhere else?
A. Magnolias are found in these regions due to the high biodiversity of both regions.
B. Magnolias are found both in the eastern United States and eastern China due to the historical geographic continuity and warm moist climate of these regions, which were untouched by glaciation during the Cenozoic Era.
C. Magnolias are native to only these two regions.
D. The magnolias in these two regions were planted by humans.
","为什么玉兰花既在美国东部也在中国东部被发现，这两个区域属于不同的生物区系，而在其他地方几乎没有呢？
A. 玉兰花在这些地区被发现是由于这两个地区的生物多样性高。
B. 玉兰花在美国东部和中国东部被发现是由于这些地区的历史地理连续性和温暖湿润的气候，这些地区在新生代时期没有受到冰川作用的影响。
C. 玉兰花只在这两个地区是原生的。
D. 这两个地区的玉兰花是由人类种植的。",B
biology.csv,ori_mmlu-high_school_biology,"All of the following support the endosymbiotic theory that ancestors of mitochondria and chloroplasts were once independent, free-living prokaryotes EXCEPT:
A. Mitochondria and chloroplasts divide independently of the eukaryotic host cell by a process similar to binary fission.
B. Mitochondria and chloroplasts have ribosomes that more closely resemble those of bacteria than of eukaryotic cells.
C. Mitochondria and chloroplasts function independently from the eukaryotic host cell.
D. Mitochondria, chloroplasts, and bacteria have a single, circular chromosome without histones or proteins.
","以下哪项不支持内共生理论，即线粒体和叶绿体的祖先曾经是独立的、自由生活的原核生物：
A. 线粒体和叶绿体独立于真核宿主细胞通过类似于二分裂的过程进行分裂。
B. 线粒体和叶绿体的核糖体更像细菌的核糖体，而不是真核细胞的核糖体。
C. 线粒体和叶绿体独立于真核宿主细胞运作。
D. 线粒体、叶绿体和细菌都有一个没有组蛋白或蛋白质的单一圆染色体。",C
biology.csv,ori_mmlu-college_biology,"Which of the following is typically NOT found in normal somatic cells of a human male?
A. The entire genetic information possessed by the original zygote
B. An inactivated X chromosome
C. Forty-four autosomes
D. A diploid nucleus
","以下哪项通常不会在人类男性的正常体细胞中找到？
A. 原始受精卵所拥有的全部遗传信息
B. 一个非活性的X染色体
C. 四十四个常染色体
D. 一个二倍体细胞核",B
biology.csv,stemez-Genetics,"two strains of snapdragons which differ by a single character; position of the flowers. Strain A has flowers that are positioned axially on the plant stem, while Strain B has terminal flowers. Both strains are considered to be pure breeding for their respective form of the character. When plants from the two strains are reciprocally crossed (i.e., A\venus × B\male and B\venus × A\male), the first progeny generation gives only axially positioned flowers. Second generation progeny exhibited the following: Phenotype Number axial 716 terminal 227 (a) How is this trait inherited? (b) Using A and a for gene symbols, determine the genotypes for the parent strains, the F_1 generation and F_2 generation progenies.
A. Not inherited but a result of environmental conditions
B. Inherited as controlled by a multiple gene pairs
C. Inherited as controlled by two gene pairs
D. Inherited as controlled by a single gene pair
","两种金鱼草的品种，它们之间只有一个特征有所不同：花朵的位置。A品种的花朵在植物茎上轴向排列，而B品种的花朵位于茎的末端。两种品种都被认为是其各自特征的纯种。当这两种品种的植物进行互为交叉的杂交（即，A雌xB雄和B雌xA雄），第一代后代只产生轴向排列的花朵。第二代后代表现出以下现象：表现型数量轴向716，末端227。 (a) 这种特征是如何遗传的？ (b) 使用A和a作为基因符号，确定亲本品种，F1代和F2代后代的基因型。
A. 不是遗传，而是环境条件的结果
B. 由多对基因对控制的遗传
C. 由两对基因对控制的遗传
D. 由一对基因对控制的遗传",D
biology.csv,stemez-Genetics,"What is a phenocopy? How can one differentiate between a phenocopy and a mutation?
A. A phenocopy is a phenotype produced by the environment that simulates the effects of a known mutation and cannot be inherited.
B. A phenocopy is a mutation caused by environmental factors.
C. A phenocopy is a genetic trait that mimics a mutation.
D. A phenocopy is a mutation that can be inherited.
","什么是表型拷贝？如何区分表型拷贝和突变？
A. 表型拷贝是由环境产生的模拟已知突变效果的表型，不能被遗传。
B. 表型拷贝是由环境因素引起的突变。
C. 表型拷贝是模仿突变的遗传特征。
D. 表型拷贝是可以遗传的突变。",A
biology.csv,stemez-Biology,"What advantages domulticellularorganisms haveover single-celledorganisms?
A. Multicellular organisms can synthesize everything they need from a few simple nutrients.
B. Multicellular organisms are less versatile than single-celled organisms.
C. Multicellular organisms can survive only in a watery environment.
D. Multicellular organisms have specialized cells for a variety of functions, higher order of complexity, better adaptation to different environments including land, and potential for diversity.
","多细胞生物相比单细胞生物有什么优势？
A. 多细胞生物可以从几种简单的营养物质中合成他们所需的一切。
B. 多细胞生物的适应性比单细胞生物差。
C. 多细胞生物只能在水环境中生存。
D. 多细胞生物有专门用于各种功能的细胞，更高的复杂程度，更好地适应不同环境，包括陆地，并有多样性的潜力。",D
biology.csv,stemez-Genetics,"How does ultraviolet light damage DNA?
A. Production of thymine dimers
B. Breaking of hydrogen bonds
C. Introduction of mutations
D. Alteration in DNA replication
","紫外线是如何损害DNA的？
A. 产生胸腺嘧啶二聚体
B. 断裂氢键
C. 引入突变
D. 改变DNA复制",A
